код;;ПРАЙС 01.10.2020;Количество;Гарантия;"Рекомендуемая
 розничная
 цена";Цена!
62034;;БП Aerocool 500W VX-500 PLUS (24+4+4pin) 120mm fan 3xSATA RTL;;12;;24,3
67087;;БП Aerocool 500W VX-500 PLUS RGB   (24+4+4pin) 120mm fan 3xSATA RTL;;12;;26,3
62035;;БП Aerocool 550W VX-550 PLUS (24+4+4pin) 120mm fan 3xSATA RTL;;12;;27,9
62373;;БП Aerocool 600W KCAS-600W PLUS (ATX2.3, 24+8-pin, 2x6/8-pin, 4xHDD, 1xFDD, 7xSATA, 120mm, 80+ Bronze) RTL;;12;;48
62036;;БП Aerocool 600W VX-600 PLUS (24+4+4pin) 120mm fan 4xSATA non-APFC RTL;;12;;34
70802;;БП Aerocool 600W VX-600 PLUS (24+4+4pin) 120mm fan 4xSATA with APFC RTL;;12;;35
62321;;БП Aerocool 650W VX-650 PLUS (24+4+4pin) 120mm fan 3xSATA RTL;;12;;32,8
62374;;БП Aerocool 700W KCAS-700W PLUS (ATX2.3, 24+8-pin, 2x6/8-pin, 4xHDD, 1xFDD, 7xSATA, 120mm, 80+ Bronze) RTL;;12;;50
62800;;БП Aerocool 700W VX-700 PLUS (ATX2.3, 24+8-pin, 2x6/8-pin, 4xHDD, 1xFDD, 6xSATA, 120mm, APFC) RTL;;12;;38
70359;;БП be quiet! 300W Pure Power 11 (BN290) ATX (24+2x4+6/8пин) 80 PLUS Bronze , APFC , 120mm FAN;;36;;44,5
70360;;БП be quiet! 350W Pure Power 11 (BN291) ATX (24+2x4+6/8пин) 80 PLUS Bronze , APFC , 120mm FAN;;36;;48
70394;;БП be quiet! 400W Pure Power 11 (BN292) ATX (24+2x4+2x6/8пин) 80 PLUS Gold , APFC , 120mm FAN;;36;;55,93
70361;;БП be quiet! 400W Pure Power 11 (BN296) ATX (24+2x4+2x6/8пин) Cable Management , 80 PLUS Gold , APFC , 120mm FAN;;36;;63,8
65767;;БП be quiet! 400W System Power 9 (BN245) (ATX (24+2x4+2x6/8пин)  80 PLUS Bronze , APFC , 120mm FAN;;24;;42,5
65814;;БП be quiet! 500W Pure Power 11 (BN293) ATX (24+2x4+2x6/8пин) 80 PLUS Gold , APFC , 120mm FAN;;36;;66,5
67789;;БП be quiet! 500W Pure Power 11 (BN297) ATX (24+2x4+2x6/8пин) Cable Management , 80 PLUS Bronze , APFC , 120mm FAN;;36;;75,6
65388;;БП be quiet! 500W System Power 9 (BN246) (ATX (24+2x4+2x6/8пин) 80 PLUS Bronze , APFC , 120mm FAN;;24;;48,5
68431;;БП be quiet! 500W System Power 9 (BN301) ATX (24+2x4+2x6/8пин) Cable Management, 80 PLUS Bronze , APFC , 120mm FAN;;24;;56,5
57167;;БП be quiet! 550W Dark Power Pro 11 (BN250) ATX (24+2x4+8+6+4x6/8пин) Cable Management, 80 PLUS Platinum , APFC , 135mm FAN;;55;;155
70236;;БП be quiet! 600W Pure Power 11 (BN294) ATX (24+2x4+4x6/8пин) 80 PLUS Gold , APFC , 120mm FAN;;36;;79
68100;;БП be quiet! 600W Pure Power 11 (BN298) ATX (24+2x4+4x6/8пин) Cable Management , 80 PLUS Gold , APFC , 120mm FAN;;36;;87
65389;;БП be quiet! 600W System Power 9 (BN247) ATX (24+2x4+4x6/8пин) , 80 PLUS Bronze , APFC , 120mm FAN;;24;;58,5
70232;;БП be quiet! 600W System Power 9 (BN302) ATX (24+2x4+4x6/8пин) Cable Management , 80 PLUS Bronze , APFC , 120mm FAN;;24;;68
55429;;БП be quiet! 650W Dark Power Pro 11 (BN251) ATX (24+2x4+8+6+8x6 / 8пин) Cable Management, 80 PLUS Platinum , APFC , 135mm FAN;;55;;163
65701;;БП be quiet! 650W Straight Power 11 (BN282) ATX (24+2x4+4x6/8пин) Cable Management , 80 PLUS Gold , APFC , 135mm FAN;;55;;117,5
70644;;БП be quiet! 650W Straight Power 11 Platinum (BN306) ATX (24+8+4x4+4x6/8пин) Cable Management, 80 PLUS Platinum , APFC , 135mm FAN;;55;;124
70231;;БП be quiet! 700W Pure Power 11 (BN295) ATX (24+2x4+4x6/8пин) 80 PLUS Gold , APFC , 120mm FAN;;36;;95,8
70518;;БП be quiet! 700W Pure Power 11 (BN299) ATX (24+2x4+2x6/8пин) Cable Management , 80 PLUS Gold , APFC , 120mm FAN;;36;;103
68329;;БП be quiet! 700W System Power 9 (BN248) (ATX (24+2x4+2x6/8пин) 80 PLUS Bronze , APFC , 120mm FAN;;24;;68,5
70378;;БП be quiet! 700W System Power 9 (BN303) ATX (24+2x4+4x6/8пин) Cable Management , 80 PLUS Bronze , APFC , 120mm FAN;;24;;80
57166;;БП be quiet! 750W Dark Power Pro 11 (BN252) ATX (24+2x4+8+6+8x6 / 8пин) Cable Management, 80 PLUS Platinum , APFC , 135mm FAN;;55;;177
70227;;БП be quiet! 750W Straight Power 11 (BN283) ATX (24+8+2x4+4x6/8пин) Cable Management, 80 PLUS Gold , APFC , 135mm FAN;;55;;132
70352;;БП be quiet! 750W Straight Power 11 Platinum (BN307) ATX (24+8+4x4+4x6/8пин) Cable Management, 80 PLUS Platinum , APFC , 135mm FAN;;55;;152
57164;;БП be quiet! 850W Dark Power Pro 11 (BN253) ATX (24+2x4+8+6+8x6 / 8пин) Cable Management, 80 PLUS Platinum , APFC , 135mm FAN;;55;;209
70228;;БП be quiet! 850W Straight Power 11 (BN284) ATX (24+8+2x4+4x6/8пин) Cable Management , 80 PLUS Gold , APFC , 135mm FAN;;55;;157
13113;;БП Chieftec A-135 1000W APS-1000CB (ATX 2.3, 24+8+8-pin, 6x6/8-pin, 3xHDD, 1xFDD, 9xSATA, 140mm, APFC, 80+ Bronze, Cable Management) RTL;;20;;138
11601;;БП Chieftec A-135 750W APS-750CB (ATX 2.3, 24+8+8-pin, 4x6/8-pin, 2xHDD, 1xFDD, 9xSATA, 140mm, APFC, 80+ Bronze, Cable Management) RTL;;20;;90,5
11592;;БП Chieftec A-80 550W CTG-550C (ATX 2.3, 24+8+4-pin, 2x6/8-pin, 4xHDD, 2xFDD, 6xSATA, 120mm, APFC, 80+, Cable Management) RTL;;20;;52,5
11598;;БП Chieftec A-80 650W CTG-650C (ATX 2.3, 24+8+4-pin, 2x6/8-pin, 4xHDD, 2xFDD, 6xSATA, 120mm, APFC, 80+, Cable Management) RTL;;20;;55
11602;;БП Chieftec A-80 750W CTG-750C (ATX 2.3, 24+8-pin, 2x6/8-pin, 4xHDD, 2xFDD, 6xSATA, 120mm, APFC, 80+, Cable Management) RTL;;20;;59,5
24179;;БП Chieftec A-90 550W GDP-550C (24+2x4+2x6/8пин) Cable Management;;20;;57
24180;;БП Chieftec A-90 650W GDP-650C (24+2x4+2x6/8пин) Cable Management;;20;;62,5
16529;;БП Chieftec A-90 750W GDP-750C (ATX 2.3, 24+8-pin, 2x6/8-pin, 3xHDD, 1xFDD, 8xSATA, 140mm, APFC, 80+ Gold, Modular) RTL;;20;;67,7
70939;;БП Chieftec Core BBS-500S 500W ATX (24+2x4+6/8пин);;20;;56
68251;;БП Chieftec Core BBS-600S 600W ATX (24+2x4+2x6/8пин);;20;;57,4
70536;;БП Chieftec Core BBS-700S 700W ATX (24+2x4+4x6/8пин);;20;;61,9
41898;;БП Chieftec ECO 500W GPE-500S (ATX 24+4+6/8пин);;20;;38
41897;;БП Chieftec ECO 600W GPE-600S (ATX 24+2x4+2x6/8пин);;20;;45
12794;;БП Chieftec iARENA 500W GPA-500S8 (ATX 2.3, 24+4-pin, 1х6/8-pin, 2xHDD, 1xFDD, 3xSATA, 120mm, APFC, 80+) OEM;;20;;32,5
54642;;БП Chieftec IARENA 500W GPB-500S ATX (24+4+6/8пин);;20;;32
41901;;БП Chieftec iARENA 500W GPC-500S (ATX 24+4+6/8пин);;20;;34,5
24182;;БП Chieftec iARENA 550W GPA-550S (24+2х4+2x6/8пин);;20;;37,5
18401;;БП Chieftec iARENA 600W GPA-600S (ATX 2.3, 600W, Active PFC, 120mm fan) OEM;;20;;39,4
41900;;БП Chieftec iARENA 600W GPC-600S (24+2х4+2x6/8пин);;20;;38
21652;;БП Chieftec iARENA 650W GPA-650S (ATX 2.3, 650W, Active PFC, 120mm fan) OEM;;20;;42
18402;;БП Chieftec iARENA 700W GPA-700S (ATX 2.3, 700W, Active PFC, 120mm fan);;20;;44,5
41899;;БП Chieftec iARENA 700W GPC-700S (ATX 24+2х4+2x6/8пин);;20;;42,1
70941;;БП Chieftec Polaris PPS-650FC 650W ATX (24+2x4+4x6/8пин) Cable Management;;20;;75
70940;;БП Chieftec Polaris PPS-750FC 750W ATX (24+2x4+4x6/8пин) Cable Management;;20;;79
63585;;БП Chieftec Proton 500W BDF-500S ATX (APFC,85% Bronze, 120mm Fan) ATX (24+2x4+2x6 / 8пин) RETAIL;;20;;48
59314;;БП Chieftec Proton 600W BDF-600S ATX (APFC,85% Bronze (24+2x4+2x6/8пин)) RETAIL;;20;;53
11587;;БП Chieftec Smart 500W GPS-500A8 (ATX 2.3, 24+4-pin, 1x6/8-pin, 2xHDD, 1xFDD, 3xSATA, 120mm, APFC, 80+) RTL;;20;;35,4
11594;;БП Chieftec Smart 600W GPS-600A8 (ATX 2.3, 24+8-pin, 2x6/8-pin, 2xHDD, 1xFDD, 4xSATA, 120mm, APFC, 80+) RTL;;20;;40,9
11597;;БП Chieftec Smart 650W GPS-650A8 (ATX 2.3, 24+8-pin, 2x6/8-pin, 2xHDD, 1xFDD, 6xSATA, 120mm, APFC, 80+) RTL;;20;;45,9
11600;;БП Chieftec Smart 700W GPS-700A8 (ATX 2.3, 24+8-pin, 2x6/8-pin, 2xHDD, 1xFDD, 6xSATA, 120mm, APFC, 80+) RTL;;20;;45,9
70942;;БП Chieftec Solid GPP-500S 500W ATX (24+2x4+6/8пин);;20;;34
70943;;БП Chieftec Solid GPP-600S 600W ATX (24+2x4+6/8пин);;20;;40
70944;;БП Chieftec Solid GPP-700S 700W ATX (24+2x4+2x6/8пин);;20;;45
59773;;БП Chieftec Value 500W APB-500B8 ATX (24+4+6/8пин);;20;;29
52032;;БП Corsair 650W CX650 (CP-9020122-EU) ATX (24+2x4+2x6/8пин);;12;;75
38249;;БП Corsair 650W CX650M CP-9020103-EU ATX (24+2x4+4x6/8пин) Cable Management;;12;;92
10453;;БП Corsair 750W CX750M CP-9020061-EU (ATX 2.3, 24+8-pin, 4x6/8-pin, 6xHDD, 2xFDD, 8xSATA, 120mm, APFC, 80 Plus Bronze, Cable Management) RTL;;12;;110
18533;;БП Corsair 750W RM750i CP-9020082-EU (ATX 2.4, 24+8-pin, 4x6/8-pin, 8xSATA, 135mm, 80+ Gold, Cable Management) RTL;;12;;154
70986;;БП Deepcool Quanta DQ650-M-V2L 650W  (24+2x8+4x6/8пин) ATX 2.31, Full Cable Management, PWM 120mm fan, Active PFC, 80 Plus GOLD;;36;;95
44551;;БП FSP 400W Q-Dion QD400 (24+4пин);;9;;23
5761;;БП FSP 400W Q-Dion QD400 80+ (24+4pin, 2xMolex, 1xFDD, 2xSata, 120mm, Active PFC, 80+) OEM;;9;;25,5
5762;;БП FSP 450W Q-Dion QD450 (24+4+6pin, 2xMolex, 1xFDD, 2xSata, 120mm, ActivePFC) OEM;;9;;24,5
24217;;БП FSP 450W Q-Dion QD450 80+ (24+4+6pin, 2xMolex, 1xFDD, 2xSata, 120mm, ActivePFC);;9;;25,8
5763;;БП FSP 500W Q-Dion QD500 (24(0.44m)+4+6pin, 2xMolex, 1xFDD, 2xSata, 120mm, ActivePFC);;9;;27,6
24218;;БП FSP 500W Q-Dion QD500 80+ (24(0.34m)+4+6pin, 2xMolex, 1xFDD, 2xSata, 120mm, ActivePFC);;9;;29,2
24216;;БП FSP 550W Q-Dion QD550 (24+4+6pin, 2xMolex, 1xFDD, 3xSata, 120mm, ActivePFC) OEM;;9;;32,8
65974;;БП FSP 750W Q-Dion QD750 85+ (24+4пин);;9;;49,9
19876;;БП Vicsone 550W VP-550s (ATX, 24+8pin, 1x6+2-pin, 6xMolex, 3xSATA, 120mm, PPFC) OEM;;6;;18,7
70607;;БП Zalman 400W ZM400-XE Black ATX 83+ (24+2x4+6+6/8пин);;12;;27,39
66355;;БП Zalman 500W ZM500-LXII ATX (24+2x4+2x6/8пин);;12;;41
68177;;БП Zalman 500W ZM500-TXII (Black) (24+2x4+2x6/8пин) ATX 2.3, Active PFC, Blue LED 120mm fan, 80Plus;;12;;42,8
66242;;БП Zalman 500W ZM500-XE Black 500W ATX (24+2x4+2x6/8пин);;12;;34,05
66356;;БП Zalman 600W ZM600-LXII ATX (24+2x4+2x6 / 8пин);;12;;42,5
69191;;БП Zalman 600W ZM600-TXII (Black) (24+2x4+2x6/8пин) ATX 2.3, Active PFC, Blue LED 120mm fan, 80Plus;;12;;47,4
66354;;БП Zalman 600W ZM600-XE ATX (24+2x4+2x6 / 8пин);;12;;38,1
66357;;БП Zalman 700W ZM700-LXII ATX (24+2x4+4x6 / 8пин);;12;;46,8
;Привод;;;;;
;DVD+/-RW SATA;;;;;
44123;;Привод DVD+/-RW ASUS DRW-24D5MT Black SATA (OEM);;12;;13,5
63157;;Привод DVD+/-RW SATA LG GH24NSD5 Black OEM;;12;;11,5
70728;;Привод HP Half-Height (447328-B21);;0;;17
;External ODD;;;;;
7072;;Привод External Blue-Ray Combo ASUS SBC-06D2X-U/BLK/G/AS Black (USB 2.0 Slim Drive, Лоток) RTL;;12;;76
36436;;Привод External DVD±RW Lite-On eBAU108-11 тонкий 8x USB ultraslim Black RTL;;12;;20,9
;Slim for NB/ HTPC;;;;;
32718;;Привод Slim SATA DVD+/-RW LG GTC0N Black (12.7, Tray), OEM;;12;;12,5
;Клавиатуры;;;;;
;Комплект Клавиатура+Мышь;;;;;
63241;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Defender C-915 (мышь радио (сенсор оптический), клавиатура радио, цвет черный) (45915) ;;6;;9
61487;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Defender Columbia C-775 (мышь радио (сенсор оптический), цвет черный) (45775);;6;;9
67640;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Defender Jakarta C-805 (мышь радио (сенсор оптический), клавиатура USB, цвет черный) (45805) ;;6;;7,42
16969;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Defender Skyline 895 Nano White (мышь + клавиатура, мышь радио (сенсор оптический) 3кн + Roll, клавиатура радио 104кн., USB);;6;;14,2
67800;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Dell KM636 (цвет чёрный, USB беспроводная slim Multimedia);;6;;26,5
5626;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Logitech MK220 Black (920-003169) Cordless Desktop ;;12;;15,6
40001;;"Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Logitech MK235 Black (920-007948) (мышь радио (сенсор оптический), клавиатура радио, цвет черный)
";;12;;22,8
49874;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Logitech MK240 Nano (920-008212) White (Кл-ра, FM,USB+Мышь 3кн,Roll ,FM, USB) беспроводной;;12;;20,3
9241;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Logitech MK270 Black (920-004518) Cordless Desktop беспроводной;;12;;22,4
8323;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Logitech MK330 Black (920-003995) Cordless Desktop беспроводной;;12;;31
62732;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Logitech MK345 (920-008534) (мышь радио (сенсор оптический), клавиатура радио, цвет черный);;12;;37,2
67067;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь Logitech MK470 Black (920-009206) Slim Combo (мышь радио (сенсор оптический), клавиатура радио, цвет черный);;12;;50,7
46076;;Комплект БЕСПРОВОДНОЙ Клавиатура + мышь SVEN Comfort 3500 (Black) (клавиатура + мышь для ПК, мышь радио (сенсор оптический), цвет черный);;12;;19,9
65915;;Комплект ПРОВОДНОЙ Клавиатура + мышь Defender Dakota C-270 Black (USB) (мышь проводная USB (сенсор оптический), клавиатура USB, цвет черный);;6;;5
65997;;Комплект ПРОВОДНОЙ Клавиатура + мышь Defender Sydney C-970 Black (USB) (мышь проводная USB (сенсор оптический), клавиатура мембранная, USB, цвет черный) (45970);;6;;8,5
66233;;Комплект ПРОВОДНОЙ Клавиатура + мышь Defender York C-777 (USB) (для ПК/для компьютеров Apple, мышь проводная USB (сенсор оптический), клавиатура USB, цвет черный) (45779);;6;;5,4
3595;;Комплект ПРОВОДНОЙ Клавиатура + мышь Logitech MK120 Black (920-002561) (мышь проводная USB (сенсор оптический), клавиатура USB, цвет черный) ПРОВОДНОЙ;;12;;14,5
;Проводные;;;;;
13588;;Клавиатура A4Tech Bloody B120 Black USB RTL (игровая для ПК, подсветка, влагозащита, цвет черный);;6;;19,05
8911;;Клавиатура A4Tech KR-750 Black, USB (стандартная для ПК, интерфейс подключения - USB, цвет черный);;6;;6,9
4565;;Клавиатура A4Tech KV-300H dark Grey (USB, ультратонкая, ноутбучный механизм клавиш, 2 USB порта);;6;;21,5
66377;;Клавиатура CROWN CMK-485 (102 клавиши, белая кириллица, кабель 1,8м, USB;;3;;3,8
60551;;"Клавиатура CROWN CMK-F02B (синяя кириллица; 107 клавиш, 3 клавиши управления питанием, длина провода: 1.8 м, USB)";;6;;3,5
69723;;Клавиатура Defender Assault GK-350L  (45350) (игровая , мембранная, металлическая верхняя панель, подсветка, влагозащита, цвет серебристый);;6;;10,8
65918;;Клавиатура Defender Atlas HB-450 Black мультимедиа (45450) (мультимедийная для ПК, интерфейс подключения - USB, цвет черный/пластик);;6;;3,8
65916;;Клавиатура Defender Chimera GK-280DL (игровая для ПК, интерфейс подключения - USB, подсветка, цвет черный/пластик, 9 режимов);;6;;12,7
58170;;Клавиатура Defender Doom Keeper GK-100DL (45100) (игровая для ПК, интерфейс подключения - USB, подсветка, цвет черный/пластик);;6;;11,4
65914;;Клавиатура Defender Element HB-190 Black (стандартная для ПК, USB, цвет черный);;6;;2,8
17965;;Клавиатура Defender Element HB-520  Black (45520) 107кл., Multimedia, PS/2 (стандартная для ПК, интерфейс подключения - PS/2, цвет черный/серый);;6;;2,8
17966;;Клавиатура Defender Element HB-520 Black (45522) (стандартная для ПК, USB, цвет черный);;6;;2,95
65271;;Клавиатура Defender Mayhem GK-360DL RU (игровая для ПК, интерфейс подключения - USB, подсветка, влагозащита, цвет черный);;6;;6,3
25043;;Клавиатура Defender Oscar SM-600 Pro Black (45602) (стандартная для ПК, USB, цвет черный, 104КЛ);;6;;9
25044;;Клавиатура Defender Oscar SM-660L Pro Black (мультимедийная для ПК, USB, цвет черный, 104КЛ, подсветка клавиш (45662);;6;;15
58281;;Клавиатура Defender Stainless Steel GK-150DL (45150) (игровая для ПК, мембранная, металлическая верхняя панель, интерфейс подключения - USB, подсветка, влагозащита, цвет серебристый);;0;;15,9
70796;;Клавиатура Dell KB216 (стандартная для ПК, мембранная, пластик, интерфейс подключения - USB, цвет черный);;6;;7,7
45842;;Клавиатура Logitech G213 Prodigy (920-008092) (игровая для ПК, мембранная, пластик, интерфейс подключения - USB, подсветка, влагозащита, цвет черный);;0;;57,5
5249;;Клавиатура Logitech K100 Black, PS/2, (920-003200)(офисная для ПК, влагозащита, интерфейс подключения - PS/2,черная);;12;;6,5
4450;;Клавиатура Logitech K120 Black (920-002522) USB (офисная для ПК, интерфейс подключения - USB, цвет черный);;12;;6,8
14116;;Клавиатура Logitech K280E Black (920-005215) USB (мультимедийная для ПК, влагозащита, цвет черный);;12;;15,6
66027;;Клавиатура SVEN KB-C3050 (Black)  (USB) (мультимедийная для ПК, интерфейс подключения - USB, цвет чёрный);;12;;6,7
66026;;Клавиатура SVEN KB-C3050 (White)  (USB) (мультимедийная для ПК, интерфейс подключения - USB, цвет белый);;12;;6,9
24909;;Клавиатура SVEN Standard 301 Black (PS/2) 105КЛ (стандартная для ПК, интерфейс подключения - PS/2, влагозащита, цвет черный);;12;;3,8
24913;;Клавиатура SVEN Standard 303 Power Black (USB&PS/2) 106КЛ (стандартная для ПК, цвет черный);;12;;4,8
;Радио;;;;;
65316;;Клавиатура БЕСПРОВОДНАЯ  SVEN KB-E5800W черный (стандартная для ПК, интерфейс подключения - радио, цвет черный);;12;;11,5
70970;;Клавиатура Беспроводная Defender UltraMate SM-536 USB (45536)(стандартная для ПК, интерфейс подключения - радио, цвет черный/пластик);;6;;7,3
7244;;Клавиатура беспроводная Logitech K270 Black (920-003757) Multimedia, USB (мультимедийная для ПК, интерфейс подключения - радио, цвет черный);;12;;21,6
5571;;Клавиатура беспроводная Logitech K360 Black (920-003095) Multimedia, USB (стандартная для ПК, интерфейс подключения - радио, цвет черный);;12;;30,6
35316;;Клавиатура беспроводная Logitech K400 Plus (920-007147) USB 79КЛ+4КЛ М/Мед+TouchPad (компактная для ПК/для устройств Android/для планшетов Windows/для телевизоров Smart TV, интерфейс подключения - радио, цвет черный);;12;;24,2
69114;;Клавиатура беспроводная Logitech K580 GRAPHITE (920-009275) Multi-Device Keyboard (радио/Bluetooth, компактная для ПК, мембранная, пластик, цвет графитовый);;12;;52,8
69132;;Клавиатура БЕСПРОВОДНАЯ SVEN KB-C2200W (Black) (стандартная для ПК, мембранная, пластик, интерфейс подключения - радио, цвет- черный);;12;;11
;Манипуляторы;;;;;
;Мыши Беспроводные;;;;;
70522;;Мышь Logitech Lightspeed G305 (910-005282) (полноразмерная игровая мышь для ПК/для компьютеров Apple, радио, сенсор оптический 12000 dpi, 6 кнопок, колесо с нажатием, цвет черный) ;;12;;51,2
64416;;Мышь беспроводная Defender Accura MM-275 (черный/cиний) (полноразмерная мышь для ПК, 1600 dpi) (52275);;6;;3,8
64365;;Мышь беспроводная Defender Accura MM-275 (черный/красный) (полноразмерная мышь для ПК, 1600 dpi) (52276);;6;;3,8
65542;;Мышь беспроводная Defender Accura MM-295 (черный) (ноутбучная мышь для ПК/для компьютеров Apple, радио, сенсор оптический 1600 dpi, 6 кнопок, колесо с нажатием, цвет черный) (52295);;6;;4
63242;;Мышь беспроводная Defender Datum MM-265 (52265)(полноразмерная мышь для ПК, радио, сенсор оптический 1600 dpi, 4 кнопки, колесо с нажатием, цвет черныйi) ;;6;;3
